Institution Name Primary,Identification Number Primary,Type,Event Date,Event Type,Institution Name (Secondary),Identification Number (Secondary)
American Deposit and Loan Company,8000296,Former Bank/Trust Company,19230601,Acquire By Merger,"Importers and Traders Bank of New York, The",8000315
American Deposit and Loan Company,8000296,Former Bank/Trust Company,19120201,Acquire By Merger,Trust Company of America (5/1905-2/1912),8000299
American Deposit and Loan Company,8000296,Former Bank/Trust Company,19110601,Acquire By Merger,Madison Trust Company,8000318
American Deposit and Loan Company,8000296,Former Bank/Trust Company,19090301,Acquire By Merger,Bowling Green Trust Company,8000301
American Deposit and Loan Company,8000296,Former Bank/Trust Company,19020501,Name Change To,Equitable Trust Company of New York (1871-5/1930),
American Deposit and Loan Company,8000296,Former Bank/Trust Company,18950501,Name Change To,American Deposit and Loan Company,
American Deposit and Loan Company,8000296,Former Bank/Trust Company,18710000,Established,Traders Deposit Company,
"American Exchange Bank, The",47,Bank,19891006,Name Change To,"Bank of New York, The",
"American Exchange Bank, The",47,Bank,19290201,Name Change To,Irving Trust Company,
"American Exchange Bank, The",47,Bank,19261211,Merge To State,Irving Bank and Trust Company,102015
"American Exchange Bank, The",47,Bank,19261211,Name Change To,American Exchange Irving Trust Co.,
"American Exchange Bank, The",47,Bank,19261101,Convert State,"American Exchange Pacific Bank, The",
"American Exchange Bank, The",47,Bank,19250801,Name Change To,American Exchange-Pacific National Bank,
"American Exchange Bank, The",47,Bank,19250801,Acquire By Merger,Pacific National Bank in New York,8500193
"American Exchange Bank, The",47,Bank,18651701,Convert Federal,American Exchange National Bank,
"American Exchange Bank, The",47,Bank,18380000,Established,"American Exchange Bank, The",
American Exchange Irving Trust Co.,102015,Trust Company,20080701,Acquire By Merger,Mellon Securities Trust Company,113054
American Exchange Irving Trust Co.,102015,Trust Company,20080701,Acquire By Merger,"Dreyfus Trust Company, The",104007
American Exchange Irving Trust Co.,102015,Trust Company,20080701,Name Change To,"Bank of New York Mellon, The",
American Exchange Irving Trust Co.,102015,Trust Company,20040623,Acquire By Merger,J.P. Morgan Trust Company of New York,5100006
American Exchange Irving Trust Co.,102015,Trust Company,19961201,Purchase Branches,"Bank of New York (NJ), The",5800990
American Exchange Irving Trust Co.,102015,Trust Company,19961201,Acquire By Merger,"Putnam Trust Company, The",5800992
American Exchange Irving Trust Co.,102015,Trust Company,19921211,Purchase Branches,"Barclays Bank of New York, NA",5800003
American Exchange Irving Trust Co.,102015,Trust Company,19920612,Purchase Branches,Riverhead Savings Bank,218005
American Exchange Irving Trust Co.,102015,Trust Company,19910719,Acquire By Merger,"Bank of New York, F.S.B., The",218
American Exchange Irving Trust Co.,102015,Trust Company,19891006,Name Change To,"Bank of New York, The",
American Exchange Irving Trust Co.,102015,Trust Company,19891006,Acquire By Merger,"Bank of New York, The (9/1922-10/1989)",8000241
American Exchange Irving Trust Co.,102015,Trust Company,19810115,Acquire By Merger,"Irving Bank Canada, Ltd.",49
American Exchange Irving Trust Co.,102015,Trust Company,19531113,Acquire By Merger,Irving Safe Deposit Company,
American Exchange Irving Trust Co.,102015,Trust Company,19290201,Name Change To,Irving Trust Company,
American Exchange Irving Trust Co.,102015,Trust Company,19261211,Name Change To,American Exchange Irving Trust Company,
American Exchange Irving Trust Co.,102015,Trust Company,19261211,Acquire By Merger,American Exchange-Pacific Bank,47
American Exchange Irving Trust Co.,102015,Trust Company,19260917,Name Change To,Irving Bank and Trust Company,
American Exchange Irving Trust Co.,102015,Trust Company,19260917,Acquire By Merger,National Butchers & Drovers Bank of New York City,46
American Exchange Irving Trust Co.,102015,Trust Company,19230207,Acquire By Merger,Irving Bank of New York,45
American Exchange Irving Trust Co.,102015,Trust Company,19230207,Name Change To,Irving Bank-Columbia Trust Co.,
American Exchange Irving Trust Co.,102015,Trust Company,19140801,Name Change To,Columbia Trust Company,
American Exchange Irving Trust Co.,102015,Trust Company,19120605,Acquire By Merger,Knickerbocker Trust Company,44
American Exchange Irving Trust Co.,102015,Trust Company,19120605,Name Change To,Columbia-Knickerbocker Trust Co.,
American Exchange Irving Trust Co.,102015,Trust Company,19051028,Name Change To,Columbia Trust Company,
American Exchange Irving Trust Co.,102015,Trust Company,19000601,Name Change To,New York and London Trust Company,
American Exchange Irving Trust Co.,102015,Trust Company,18840201,Name Change To,Commercial Trust Company (1884-1900),
American Exchange Irving Trust Co.,102015,Trust Company,18710000,Established,Mutual Benefit Life Policy Loan & Trust Co NY,
American Exchange National Bank,47,Bank,19891006,Name Change To,"Bank of New York, The",
American Exchange National Bank,47,Bank,19290201,Name Change To,Irving Trust Company,
American Exchange National Bank,47,Bank,19261211,Merge To State,Irving Bank and Trust Company,102015
American Exchange National Bank,47,Bank,19261211,Name Change To,American Exchange Irving Trust Co.,
American Exchange National Bank,47,Bank,19261101,Convert State,"American Exchange Pacific Bank, The",
American Exchange National Bank,47,Bank,19250801,Name Change To,American Exchange-Pacific National Bank,
American Exchange National Bank,47,Bank,19250801,Acquire By Merger,Pacific National Bank in New York,8500193
American Exchange National Bank,47,Bank,18651701,Convert Federal,American Exchange National Bank,
American Exchange National Bank,47,Bank,18380000,Established,"American Exchange Bank, The",
American Exchange-Pacific Bank,47,Bank,19891006,Name Change To,"Bank of New York, The",
American Exchange-Pacific Bank,47,Bank,19290201,Name Change To,Irving Trust Company,
American Exchange-Pacific Bank,47,Bank,19261211,Merge To State,Irving Bank and Trust Company,102015
American Exchange-Pacific Bank,47,Bank,19261211,Name Change To,American Exchange Irving Trust Co.,
American Exchange-Pacific Bank,47,Bank,19261101,Convert State,"American Exchange Pacific Bank, The",
American Exchange-Pacific Bank,47,Bank,19250801,Acquire By Merger,Pacific National Bank in New York,8500193
American Exchange-Pacific Bank,47,Bank,19250801,Name Change To,American Exchange-Pacific National Bank,
American Exchange-Pacific Bank,47,Bank,18651701,Convert Federal,American Exchange National Bank,
American Exchange-Pacific Bank,47,Bank,18380000,Established,"American Exchange Bank, The",
American Exchange-Pacific National Bank,47,Bank,19891006,Name Change To,"Bank of New York, The",
American Exchange-Pacific National Bank,47,Bank,19290201,Name Change To,Irving Trust Company,
American Exchange-Pacific National Bank,47,Bank,19261211,Merge To State,Irving Bank and Trust Company,102015
American Exchange-Pacific National Bank,47,Bank,19261211,Name Change To,American Exchange Irving Trust Co.,
American Exchange-Pacific National Bank,47,Bank,19261101,Convert State,"American Exchange Pacific Bank, The",
American Exchange-Pacific National Bank,47,Bank,19250801,Acquire By Merger,Pacific National Bank in New York,8500193
American Exchange-Pacific National Bank,47,Bank,19250801,Name Change To,American Exchange-Pacific National Bank,
American Exchange-Pacific National Bank,47,Bank,18651701,Convert Federal,American Exchange National Bank,
American Exchange-Pacific National Bank,47,Bank,18380000,Established,"American Exchange Bank, The",
American Express Bank and Trust Company,8000297,Former Bank/Trust Company,20041113,Convert Federal,"JPMorgan Chase Bank, National Association",
American Express Bank and Trust Company,8000297,Former Bank/Trust Company,19960714,Name Change To,"Chase Manhattan Bank, The",
American Express Bank and Trust Company,8000297,Former Bank/Trust Company,19920619,Merge To State,Chemical Bank,103011
American Express Bank and Trust Company,8000297,Former Bank/Trust Company,19610908,Name Change To,Manufacturers Hanover Trust Company,
American Express Bank and Trust Company,8000297,Former Bank/Trust Company,19370601,Merge To State,Manufacturers Trust Company,113004
American Express Bank and Trust Company,8000297,Former Bank/Trust Company,19311201,Bnk Business To,Chase National Bank of the City of New York,8500003
American Express Bank and Trust Company,8000297,Former Bank/Trust Company,19311201,Merge To State,Equitable Trust Company of New York (1930-6/1937),127
American Express Bank and Trust Company,8000297,Former Bank/Trust Company,19300408,NYS Chartered,American Express Bank and Trust Company,
American Express Bank Company,770036,,20140806,NYS Chartered,American Express Bank Company,
American Express Banking Corp,770029,Investment Company (Article XII),19980401,NYS Chartered,American Express Banking Corp.,
American Express Bank Ltd.,601001,Foreign Agencies,20081114,Closed,,
American Express Bank Ltd.,601001,Foreign Agencies,19850528,Name Change To,American Express Bank Ltd.,
American Express Bank Ltd.,601001,Foreign Agencies,19680228,Name Change To,American Express International Banking Corp.,
American Express Bank Ltd.,601001,Foreign Agencies,19190502,Licensed,"American Express Company, Incorporated",
"American Express Company, Incorporated",601001,Foreign Agencies,20081114,Closed,,
"American Express Company, Incorporated",601001,Foreign Agencies,19850528,Name Change To,American Express Bank Ltd.,
"American Express Company, Incorporated",601001,Foreign Agencies,19680228,Name Change To,American Express International Banking Corp.,
"American Express Company, Incorporated",601001,Foreign Agencies,19190502,Licensed,"American Express Company, Incorporated",
American Express Credit Union,8300050,Former Credit Union,19831121,Convert Federal,American Express Federal Credit Union,
American Express Credit Union,8300050,Former Credit Union,19200120,NYS Chartered,American Express Credit Union,
American Express International Banking Corp.,601001,Foreign Agencies,20081114,Closed,,
American Express International Banking Corp.,601001,Foreign Agencies,19850528,Name Change To,American Express Bank Ltd.,
American Express International Banking Corp.,601001,Foreign Agencies,19680228,Name Change To,American Express International Banking Corp.,
American Express International Banking Corp.,601001,Foreign Agencies,19190502,Licensed,"American Express Company, Incorporated",
American Irving Savings Bank,8100020,Former Savings Bank,19951020,Liquidated,,
American Irving Savings Bank,8100020,Former Savings Bank,19920612,LID Sold To,Ridgewood Savings Bank,218004
American Irving Savings Bank,8100020,Former Savings Bank,19891229,Convert State,American Savings Bank,
American Irving Savings Bank,8100020,Former Savings Bank,19830729,Convert Federal,"American Savings Bank, F.S.B.",
American Irving Savings Bank,8100020,Former Savings Bank,19810424,Merge To State,Franklin Savings Bank of New York,201002
American Irving Savings Bank,8100020,Former Savings Bank,19810424,Name Change To,American Savings Bank,
American Irving Savings Bank,8100020,Former Savings Bank,19641001,Name Change To,American Savings Bank (10/64-4/81),
American Irving Savings Bank,8100020,Former Savings Bank,19540802,Acquire By Merger,American Savings Bank (1/1882-8/1954),8100128
American Irving Savings Bank,8100020,Former Savings Bank,19540802,Name Change To,American Irving Savings Bank,
American Irving Savings Bank,8100020,Former Savings Bank,19200405,Name Change To,Irving Savings Bank,
American Irving Savings Bank,8100020,Former Savings Bank,18510701,NYS Chartered,Irving Savings Institution of New York City,
American Mutual Credit Union,8300259,Former Credit Union,19300503,Closed,,
American Mutual Credit Union,8300259,Former Credit Union,19170322,NYS Chartered,American Mutual Credit Union,
American National Bank of Jamestown,8500249,Former Bank/Trust Company,19970113,Convert Federal,"Key Bank, National Association",5801003
American National Bank of Jamestown,8500249,Former Bank/Trust Company,19930826,Merge To State,NSA Bank,114041
American National Bank of Jamestown,8500249,Former Bank/Trust Company,19930826,Name Change To,Key Bank of New York,
American National Bank of Jamestown,8500249,Former Bank/Trust Company,19920616,Convert State,Key Bank of New York (6/92-8/93),
American National Bank of Jamestown,8500249,Former Bank/Trust Company,19910601,Merge To Federal,"Key Bank of Eastern New York, N.A.",170007
American National Bank of Jamestown,8500249,Former Bank/Trust Company,19910601,Name Change To,"Key Bank of New York, N.A.",
American National Bank of Jamestown,8500249,Former Bank/Trust Company,19831216,Merge To Federal,"Key Bank of Western New York, N.A.",8500140
American National Bank of Jamestown,8500249,Former Bank/Trust Company,19830401,Name Change To,Key Bank,
American National Bank of Jamestown,8500249,Former Bank/Trust Company,19730101,Name Change To,Bankers Trust Company of Western New York,
American National Bank of Jamestown,8500249,Former Bank/Trust Company,19710101,Name Change To,Bankers Trust of Jamestown,
American National Bank of Jamestown,8500249,Former Bank/Trust Company,19310701,Merge To State,Bank of Jamestown,8000246
American National Bank of Jamestown,8500249,Former Bank/Trust Company,19100000,Established,American National Bank of Jamestown,
American Savings and Loan Association,301003,Savings & Loans,19950914,Liquidated,,
American Savings and Loan Association,301003,Savings & Loans,19390501,Acquire By Merger,Steamship Clerks Savings and Loan Association,12
American Savings and Loan Association,301003,Savings & Loans,19380122,Name Change To,American Savings and Loan Association,
American Savings and Loan Association,301003,Savings & Loans,19371001,Acquire By Merger,Enterprise Savings and Loan Association,11
American Savings and Loan Association,301003,Savings & Loans,19350924,Acquire By Merger,Citizens' Savings & Loan Assoc. of New York City,10
American Savings and Loan Association,301003,Savings & Loans,18970721,NYS Chartered,American Cooperative Savings and Loan Association,
American Savings Bank,201002,Savings Banks,19951020,Liquidated,,
American Savings Bank,201002,Savings Banks,19920612,LID Sold To,Ridgewood Savings Bank,218004
American Savings Bank,201002,Savings Banks,19891229,Convert State,American Savings Bank,
American Savings Bank,201002,Savings Banks,19830729,Convert Federal,"American Savings Bank, F.S.B.",
American Savings Bank,201002,Savings Banks,19820924,Acquire By Merger,United Mutual Savings Bank,270014
American Savings Bank,201002,Savings Banks,19810424,Name Change To,American Savings Bank,
American Savings Bank,201002,Savings Banks,19810424,Acquire By Merger,American Savings Bank (10/64-4/81),8100020
